ORD;LOGRADOURO;NÚMERO;id_imovel;ZONA;TIPO;STATUS;COMPLEMENTO;RISCO;bairro;PROCESSO;EDITAL;FOTO;LONGITUDE;LATITUDE
29;Rua Desembargador Freitas;1610;Rua Desembargador Freitas, Número 1610 , Bairro Centro - Teresina/PI;Norte;Prédio;Abandonado;;;Centro;00027.005583/2024-42;45627;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-12-2024.jpg;-42,81288831;-5,08564661
207;Rua Riachuelo;S/Nº;Rua Riachuelo, Número S/Nº (Ao lado do nº 36), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Ao lado do nº 36);;Centro;00027.005683/2024-79;85-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-85-2024.jpg;-42,81667182;-5,093736388
51;Rua Lisandro Nogueira;1698;Rua Lisandro Nogueira, Número 1698 , Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;;;Centro;00027.005605/2024-74;25-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-25-2024.jpg;-42,81175385;-5,08608018
210;Rua Riachuelo;S/Nº;Rua Riachuelo, Número S/Nº (Ao lado do nº928), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº928);;Centro;00027.005686/2024-11;88-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-88-2024.jpg;-42,81322688;-5,100527517
52;Rua Lisandro Nogueira;1693;Rua Lisandro Nogueira, Número 1693 , Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;;;Centro;00027.005606/2024-19;26-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-26-2024.jpg;-42,81186456;-5,08592698
94;Rua Eliseu Martins;1542;Rua Eliseu Martins, Número 1542 , Bairro Centro - Teresina/PI;Norte;Prédio;Abandonado;;;Centro;00027.005630/2024-58;40-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-40-2024.jpg;-42,81232502;-5,088216089
99;Rua Eliseu Martins;1570;Rua Eliseu Martins, Número 1570 , Bairro Centro - Teresina/PI;Norte;Prédio;Abandonado;;;Centro;00027.005634/2024-36;42-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-42-2024.jpg;-42,81180527;-5,08800872
119;Rua Álvaro Mendes;1431;Rua Álvaro Mendes, Número 1431 , Bairro Centro - Teresina/PI;Norte;Prédio;Abandonado;;;Centro;00027.005640/2024-93;48-2023;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-48-2023.jpg;-42,81246778;-5,089881
146;Rua Paissandu;1699;Rua Paissandu, Número 1699 , Bairro Centro - Teresina/PI;Sul;Prédio;Abandonado;;;Centro;00027.005647/2024-13;55-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-55-2024.jpg;-42,80947555;-5,09047173
185;Rua Olavo Bilac;S/Nº;Rua Olavo Bilac, Número S/Nº (Ao lado do nº 1010), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº 1010);;Centro;00027.005663/2024-06;68-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-68-2024.jpg;-42,81352843;-5,095878787
158;Rua Félix Pacheco;1594;Rua Félix Pacheco, Número 1594 , Bairro Centro - Teresina/PI;Sul;Prédio;Abandonado;;;Centro;00027.005653/2024-62;59-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-59-2024.jpg;-42,80978159;-5,091935353
194;Rua João Cabral;S/Nº;Rua João Cabral, Número S/Nº (Próximo ao nº 727), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Próximo ao nº 727);;Centro;00027.005671/2024-44;76-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-76-2024.jpg;-42,82065647;-5,087781575
177;Rua Olavo Bilac;1651;Rua Olavo Bilac, Número 1651 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005658/2024-95;63-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-63-2024.jpg;-42,8086009;-5,093068308
183;Rua Olavo Bilac;1436;Rua Olavo Bilac, Número 1436 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005661/2024-17;66-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-66-2024.jpg;-42,81029067;-5,094167674
215;Rua Riachuelo;S/Nº;Rua Riachuelo, Número S/Nº (Ao lado do nº 559), Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;(Ao lado do nº 559);;Centro;00027.005689/2024-46;91-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-91-2024.jpg;-42,81447787;-5,097583955
188;Rua Ricardo Seabra;948;Rua Ricardo Seabra, Número 948 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005665/2024-97;70-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-70-2024.jpg;-42,80275071;-5,095147471
216;Rua Firmino Pires;S/Nº;Rua Firmino Pires, Número S/Nº (Em frente ao nº 540), Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;(Em frente ao nº 540);;Centro;00027.005695/2024-01;92-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-92-2024.jpg;-42,81447787;-5,097583955
189;Av. José dos Santos e Silva;1620;Av. José dos Santos e Silva, Número 1620 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005666/2024-31;71-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-71-2024.jpg;-42,80883354;-5,095288139
225;Rua Simplício Mendes;S/Nº;Rua Simplício Mendes, Número S/Nº (Ao lado do nº 1200), Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;(Ao lado do nº 1200);;Centro;00027.005703/2024-10;98-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-98-2024.jpg;-42,81952018;-5,082795153
190;Av. José dos Santos e Silva;1653;Av. José dos Santos e Silva, Número 1653 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005667/2024-86;72-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-72-2024.jpg;-42,80852879;-5,095125861
196;Rua João Cabral;817;Rua João Cabral, Número 817 , Bairro Centro - Teresina/PI;Norte;Prédio;Abandonado;;;Centro;00027.005672/2024-99;77-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-77-2024.jpg;-42,82101113;-5,08702189
201;Rua João Cabral;164;Rua João Cabral, Número 164 , Bairro Centro - Teresina/PI;Norte;Prédio;Abandonado;;;Centro;00027.005679/2024-19;81-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-81-2024.jpg;-42,8166187;-5,094823965
206;Rua Riachuelo;53;Rua Riachuelo, Número 53 , Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;;;Centro;00027.005682/2024-24;84-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-84-2024.jpg;-42,81648634;-5,093620662
214;Rua Riachuelo;742;Rua Riachuelo, Número 742 , Bairro Centro - Teresina/PI;Sul;Prédio;Abandonado;;;Centro;00027.005688/2024-00;90-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-90-2024.jpg;-42,81398478;-5,099124905
224;Rua Rui Barbosa;915;Rua Rui Barbosa, Número 915 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005700/2024-78;97-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-97-2024.jpg;-42,81169885;-5,099795288
27;Rua Desembargador Freitas;S/Nº;Rua Desembargador Freitas, Número S/Nº (Em frente ao nº 1496) , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Em frente ao nº 1496);Apresenta risco de desabamento;Centro;00027.005582/2024-06;45597;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-11-2024.jpg;-42,81391751;-5,085910986
237;Rua Barroso;860;Rua Barroso, Número 860 , Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;;;Centro;00027.005710/2024-11;102-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-102-2024.jpg;-42,81060894;-5,098839136
260;Rua 13 de Maio;1314;Rua 13 de Maio, Número 1314 , Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;;;Centro;00027.005736/2024-51;119-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-119-2024.jpg;-42,81877616;-5,08093741
245;Rua Barroso;S/Nº;Rua Barroso, Número S/Nº (Ao lado do nº 571), Bairro Centro - Teresina/PI;Sul;Prédio;Abandonado;(Ao lado do nº 571);;Centro;00027.005716/2024-81;107-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-107-2024.jpg;-42,81171477;-5,096461372
248;Rua Barroso;S/Nº;Rua Barroso, Número S/Nº (Ao lado do n] 1744), Bairro Vermelha - Teresina/PI;Norte;Casa;Abandonado;(Ao lado do n] 1744);;Vermelha;00027.005721/2024-93;110-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-110-2024.jpg;-42,80753173;-5,106331033
249;Rua Barroso;S/Nº;Rua Barroso, Número S/Nº (Em frente ao nº 1062), Bairro Vermelha - Teresina/PI;Norte;Terreno;Abandonado;(Em frente ao nº 1062);;Vermelha;00027.005722/2024-38;111-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-111-2024.jpg;-42,8098464;-5,100640485
251;Rua Barroso;S/Nº;Rua Barroso, Número S/Nº (Ao lado do nº 1184), Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;(Ao lado do nº 1184);;Centro;00027.005725/2024-71;113-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-113-2024.jpg;-42,81890087;-5,082309135
255;Rua 13 de Maio;S/Nº;Rua 13 de Maio, Número S/Nº (Ao lado do nº 793), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº 793);;Centro;00027.005729/2024-50;115-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-115-2024.jpg;-42,81017106;-5,098028472
321;Rua Arlindo Nogueira;725;Rua Arlindo Nogueira, Número 725 , Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;;;Centro;00027.005794/2024-85;157-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-157-2024.jpg;-42,81179322;-5,084661477
202;Rua João Cabral;S/Nº;Rua João Cabral, Número S/Nº (Ao lado do nº 731), Bairro Centro - Teresina/PI;Sul;Prédio;Abandonado;(Ao lado do nº 731);;Centro;00027.005680/2024-35;82-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-82-2024.jpg;-42,81418965;-5,099375949
322;Rua Arêa Leão;738;Rua Arêa Leão, Número 738 , Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;;;Centro;00027.005795/2024-20;158-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-158-2024.jpg;-42,81251032;-5,083772605
323;Rua Arêa Leão;532;Rua Arêa Leão, Número 532 , Bairro Centro - Teresina/PI;Norte;Prédio;Abandonado;;;Centro;00027.005796/2024-74;159-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-159-2024.jpg;-42,81165231;-5,083254106
350;Rua Coelho de Resende;621;Rua Coelho de Resende, Número 621 , Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;;;Centro;00027.005821/2024-10;183-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-183-2024.jpg;-42,80453511;-5,09248041
198;Rua João Cabral;S/Nº;Rua João Cabral, Número S/Nº (Ao lado do nº 622), Bairro Centro - Teresina/PI;Norte;Prédio;Abandonado;(Ao lado do nº 622);;Centro;00027.005677/2024-11;79-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-79-2024.jpg;-42,81986128;-5,088615574
365;Rua Des. Pires de Castro;371;Rua Des. Pires de Castro, Número 371 , Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;;;Centro;00027.005837/2024-22;197-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-197-2024.jpg;-42,8052203;-5,089177917
74;Rua Areolino de Abreu;S/Nº;Rua Areolino de Abreu, Número S/Nº (Em frente ao nº 1824), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Em frente ao nº 1824);;Centro;00027.005618/2024-43;33-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-33-2024.jpg;-42,81044566;-5,086163771
259;Rua 13 de Maio;S/Nº;Rua 13 de Maio, Número S/Nº (Em frente ao nº 882), Bairro Centro - Teresina/PI;Sul;Terreno;Abandonado;(Em frente ao nº 882);;Centro;00027.005733/2024-18;118-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-118-2024.jpg;-42,80990833;-5,098682824
262;Rua David Caldas;S/Nº;Rua David Caldas, Número S/Nº (Em frente ao nº 859), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Em frente ao nº 859);;Centro;00027.005743/2024-53;121-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-121-2024.jpg;-42,81620698;-5,084311886
250;Rua Barroso;1072;Rua Barroso, Número 1072 , Bairro Vermelha - Teresina/PI;Norte;Casa;Abandonado;;;Vermelha;00027.005723/2024-82;112-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-112-2024.jpg;-42,8100945;-5,100640152
44;Rua Desembargador Freitas;S/Nº;Rua Desembargador Freitas, Número S/Nº (Em frente ao nº 2199), Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;(Em frente ao nº 2199);;Centro;00027.005595/2024-77;19-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-19-2024.jpg;-42,80808452;-5,08322497
401;Avenida Joaquim Ribeiro;2004;Avenida Joaquim Ribeiro, Número 2004 , Bairro Nossa Sra Das Graças - Teresina/PI;Sul;Casa;Abandonado;;;Nossa Sra Das Graças;00027.005859/2024-92;219-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-219-2024.jpg;-42,8086773;-5,098884603
10;Av. Campos Sales;2035;Av. Campos Sales, Número 2035 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005569/2024-49;45323;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-02-2024.jpg;-42,8105169;-5,0817343
14;Rua Benjamin Constant;1486;Rua Benjamin Constant, Número 1486 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005570/2024-73;45383;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-04-2024.jpg;-42,8143405;-5,0853131
367;Rua Gov. Arthur de Vasconcelos;S/Nº;Rua Gov. Arthur de Vasconcelos, Número S/Nº (Esquina com Av. Frei Serafim), Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;(Esquina com Av. Frei Serafim);;Centro;00027.005839/2024-11;199-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-199-2024.jpg;-42,80805718;-5,083266
15;Rua Benjamin Constant;1478;Rua Benjamin Constant, Número 1478 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005571/2024-18;45413;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-05-2024.jpg;-42,8143702;-5,0853261
16;Rua Benjamin Constant;1408;Rua Benjamin Constant, Número 1408 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005572/2024-62;45444;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-06-2024.jpg;-42,8149234;-5,085616
316;Rua Quintino Bocaiúva;S/Nº;Rua Quintino Bocaiúva, Número S/Nº (Ao lado do nº 472), Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;(Ao lado do nº 472);;Centro;00027.005789/2024-72;152-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-152-2024.jpg;-42,80699263;-5,096299231
17;Rua Benjamin Constant;1302;Rua Benjamin Constant, Número 1302 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005573/2024-15;45474;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-07-2024.jpg;-42,8157228;-5,0860368
317;Rua Arlindo Nogueira;675;Rua Arlindo Nogueira, Número 675 , Bairro Centro - Teresina/PI;Sul;Casa;Abandonado;;;Centro;00027.005790/2024-05;153-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-153-2024.jpg;-42,80852587;-5,093913141
22;Rua Desembargador Freitas;1378;Rua Desembargador Freitas, Número 1378 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005574/2024-51;45505;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-08-2024.jpg;-42,8147507;-5,0866117
364;Rua Des. Pires de Castro;S/Nº;Rua Des. Pires de Castro, Número S/Nº (Ao lado do nº 150), Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;(Ao lado do nº 150);;Centro;00027.005836/2024-88;196-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-196-2024.jpg;-42,8051638;-5,089373594
23;Rua Desembargador Freitas;1400;Rua Desembargador Freitas, Número 1400, Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005575/2024-04;45536;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-09-2024.jpg;-42,81466011;-5,0865574
24;Rua Desembargador Freitas;1408;Rua Desembargador Freitas, Número 1408 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005576/2024-41;45566;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-10-2024.jpg;-42,81455359;-5,08651145
34;Rua Desembargador Freitas;1827;Rua Desembargador Freitas, Número 1827 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;Apresenta risco de desabamento;Centro;00027.005586/2024-86;15-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-15-2024.jpg;-42,8112466;-5,0845348
45;Rua Lisandro Nogueira;2197;Rua Lisandro Nogueira, Número 2197 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005596/2024-11;20-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-20-2024.jpg;-42,80792263;-5,08373875
67;Rua Areolino de Abreu;S/Nº;Rua Areolino de Abreu, Número S/Nº (Ao lado do nº 2014), Bairro Centro - Teresina/PI;Norte;Terreno;Abandonado;(Ao lado do nº 2014);;Centro;00027.005614/2024-65;30-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-30-2024.jpg;-42,80862197;-5,08553997
46;Rua Lisandro Nogueira;1959;Rua Lisandro Nogueira, Número 1959 , Bairro Centro - Teresina/PI;Norte;Casa;Abandonado;;;Centro;00027.005598/2024-19;21-2024;https://gsc48.wordpress.com/wp-content/uploads/2024/08/edital-21-2024.jpg;-42,80982644;-5,08474458
